Radionuclide	Pu-239
Route of Intake	Ingestion
Material	Insoluble forms: oxides, fA=1E-5
AMTD/AMAD, µm	-

Committed Effective Dose per Predicted Content in an Organ or Excreta Sample (Dose per Content Functions z(t)), Sv/Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Skeleton*	Liver*
12000	4.7E-4	2.9E+1	7.0E+1	2.7E-1	1.2E-1	8.9E-4	1.2E-3
13000	4.8E-4	3.0E+1	7.2E+1	2.7E-1	1.3E-1	9.1E-4	1.3E-3
14000	4.9E-4	3.0E+1	7.5E+1	2.8E-1	1.3E-1	9.3E-4	1.3E-3
15000	5.1E-4	3.1E+1	7.7E+1	2.9E-1	1.3E-1	9.4E-4	1.3E-3
16000	5.2E-4	3.2E+1	7.9E+1	3.0E-1	1.3E-1	9.6E-4	1.4E-3
17000	5.3E-4	3.3E+1	8.1E+1	3.1E-1	1.3E-1	9.8E-4	1.4E-3
18000	5.4E-4	3.4E+1	8.3E+1	3.2E-1	1.3E-1	9.9E-4	1.5E-3
18250	5.4E-4	3.4E+1	8.4E+1	3.2E-1	1.3E-1	1.0E-3	1.5E-3
Radionuclide	Pu-239
Route of Intake	Inhalation
Material	Aerosols Type F, fA=5E-4
AMTD/AMAD, µm	10

Committed Effective Dose per Predicted Content in an Organ or Excreta Sample (Dose per Content Functions z(t)), Sv/Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*	Skeleton*	Liver*
0.041667	1.3E-5	-	-	3.7E-5	2.7E-4	1.1E-1	7.4E-2
0.083333	1.3E-5	-	-	3.3E-5	2.9E-4	7.1E-2	4.7E-2
0.125	1.4E-5	-	-	3.0E-5	3.1E-4	5.3E-2	3.5E-2
0.25	1.4E-5	-	-	2.5E-5	3.6E-4	3.0E-2	1.8E-2
0.375	1.5E-5	-	-	2.3E-5	3.9E-4	2.0E-2	1.2E-2
0.5	1.5E-5	-	-	2.1E-5	4.1E-4	1.5E-2	8.8E-3
0.625	1.5E-5	-	-	2.1E-5	4.3E-4	1.2E-2	6.9E-3
0.75	1.6E-5	-	-	2.0E-5	4.5E-4	9.9E-3	5.6E-3
0.875	1.7E-5	-	-	2.1E-5	4.8E-4	8.4E-3	4.7E-3
1	1.8E-5	1.8E-1	1.2E-4	2.1E-5	5.0E-4	7.3E-3	4.0E-3
1.125	1.9E-5	-	-	2.2E-5	5.3E-4	6.4E-3	3.5E-3
1.25	2.0E-5	-	-	2.3E-5	5.5E-4	5.7E-3	3.1E-3
1.375	2.2E-5	-	-	2.5E-5	5.8E-4	5.2E-3	2.8E-3
1.5	2.3E-5	-	-	2.7E-5	6.1E-4	4.7E-3	2.5E-3
1.625	2.6E-5	-	-	2.9E-5	6.5E-4	4.4E-3	2.3E-3
1.75	2.8E-5	-	-	3.2E-5	6.8E-4	4.0E-3	2.1E-3
1.875	3.1E-5	-	-	3.5E-5	7.2E-4	3.8E-3	2.0E-3
2	3.4E-5	1.0E-1	3.9E-5	4.0E-5	7.5E-4	3.5E-3	1.9E-3
2.25	4.2E-5	-	-	5.0E-5	8.3E-4	3.2E-3	1.6E-3
2.5	5.3E-5	-	-	6.5E-5	9.2E-4	2.9E-3	1.5E-3
2.75	6.7E-5	-	-	8.5E-5	1.0E-3	2.6E-3	1.4E-3
3	8.4E-5	1.1E-1	5.9E-5	1.1E-4	1.1E-3	2.5E-3	1.3E-3
3.25	1.0E-4	-	-	1.5E-4	1.3E-3	2.3E-3	1.2E-3
3.5	1.3E-4	-	-	2.1E-4	1.4E-3	2.2E-3	1.1E-3
3.75	1.5E-4	-	-	2.9E-4	1.5E-3	2.1E-3	1.1E-3
4	1.8E-4	1.3E-1	1.6E-4	4.0E-4	1.7E-3	2.0E-3	1.0E-3
4.25	2.1E-4	-	-	5.6E-4	1.9E-3	1.9E-3	9.6E-4
4.5	2.3E-4	-	-	7.9E-4	2.1E-3	1.8E-3	9.3E-4
4.75	2.5E-4	-	-	1.1E-3	2.3E-3	1.8E-3	9.0E-4
5	2.7E-4	1.7E-1	5.4E-4	1.6E-3	2.5E-3	1.7E-3	8.7E-4
5.5	3.0E-4	-	-	3.1E-3	3.1E-3	1.6E-3	8.2E-4
6	3.1E-4	2.1E-1	2.1E-3	5.7E-3	3.7E-3	1.6E-3	7.9E-4
6.5	3.2E-4	-	-	9.8E-3	4.5E-3	1.5E-3	7.6E-4
7	3.2E-4	2.7E-1	9.0E-3	1.5E-2	5.4E-3	1.5E-3	7.3E-4
7.5	3.3E-4	-	-	2.1E-2	6.5E-3	1.4E-3	7.2E-4
8	3.3E-4	3.4E-1	3.5E-2	2.6E-2	7.7E-3	1.4E-3	7.0E-4
8.5	3.3E-4	-	-	3.1E-2	9.2E-3	1.4E-3	6.8E-4
9	3.3E-4	4.1E-1	1.0E-1	3.5E-2	1.1E-2	1.3E-3	6.7E-4
9.5	3.3E-4	-	-	3.8E-2	1.3E-2	1.3E-3	6.6E-4
10	3.3E-4	4.8E-1	2.0E-1	4.1E-2	1.5E-2	1.3E-3	6.5E-4
11	3.3E-4	5.6E-1	2.9E-1	4.7E-2	2.0E-2	1.3E-3	6.4E-4
12	3.3E-4	6.3E-1	3.7E-1	5.2E-2	2.6E-2	1.2E-3	6.2E-4
13	3.3E-4	7.1E-1	4.4E-1	5.8E-2	3.3E-2	1.2E-3	6.1E-4
14	3.3E-4	7.8E-1	5.0E-1	6.3E-2	4.0E-2	1.2E-3	6.1E-4
15	3.3E-4	8.4E-1	5.6E-1	6.8E-2	4.8E-2	1.2E-3	6.0E-4
16	3.3E-4	9.1E-1	6.1E-1	7.3E-2	5.5E-2	1.2E-3	5.9E-4
17	3.3E-4	9.7E-1	6.5E-1	7.8E-2	6.2E-2	1.2E-3	5.9E-4
18	3.3E-4	1.0E+0	7.0E-1	8.3E-2	6.8E-2	1.1E-3	5.8E-4
19	3.3E-4	1.1E+0	7.4E-1	8.8E-2	7.4E-2	1.1E-3	5.8E-4
20	3.3E-4	1.1E+0	7.9E-1	9.3E-2	7.9E-2	1.1E-3	5.8E-4
21	3.3E-4	1.2E+0	8.3E-1	9.9E-2	8.3E-2	1.1E-3	5.7E-4
22	3.3E-4	1.3E+0	8.7E-1	1.0E-1	8.7E-2	1.1E-3	5.7E-4
23	3.3E-4	1.3E+0	9.2E-1	1.1E-1	9.1E-2	1.1E-3	5.7E-4
24	3.3E-4	1.4E+0	9.6E-1	1.1E-1	9.4E-2	1.1E-3	5.7E-4
25	3.3E-4	1.4E+0	1.0E+0	1.2E-1	9.7E-2	1.1E-3	5.6E-4
26	3.3E-4	1.5E+0	1.1E+0	1.3E-1	1.0E-1	1.1E-3	5.6E-4
27	3.3E-4	1.5E+0	1.1E+0	1.3E-1	1.0E-1	1.1E-3	5.6E-4
28	3.3E-4	1.6E+0	1.2E+0	1.4E-1	1.0E-1	1.1E-3	5.6E-4
29	3.3E-4	1.6E+0	1.2E+0	1.4E-1	1.1E-1	1.1E-3	5.6E-4
30	3.3E-4	1.7E+0	1.3E+0	1.5E-1	1.1E-1	1.1E-3	5.6E-4
31	3.4E-4	1.7E+0	1.3E+0	1.5E-1	1.1E-1	1.1E-3	5.6E-4
32	3.4E-4	1.8E+0	1.4E+0	1.5E-1	1.1E-1	1.1E-3	5.6E-4
33	3.4E-4	1.8E+0	1.5E+0	1.6E-1	1.1E-1	1.1E-3	5.6E-4
34	3.4E-4	1.8E+0	1.5E+0	1.6E-1	1.2E-1	1.1E-3	5.5E-4
35	3.4E-4	1.9E+0	1.6E+0	1.7E-1	1.2E-1	1.1E-3	5.5E-4
36	3.4E-4	1.9E+0	1.7E+0	1.7E-1	1.2E-1	1.1E-3	5.5E-4
37	3.4E-4	2.0E+0	1.7E+0	1.8E-1	1.2E-1	1.1E-3	5.5E-4
38	3.4E-4	2.0E+0	1.8E+0	1.8E-1	1.2E-1	1.1E-3	5.5E-4
39	3.4E-4	2.0E+0	1.9E+0	1.8E-1	1.2E-1	1.1E-3	5.5E-4
40	3.4E-4	2.1E+0	2.0E+0	1.9E-1	1.2E-1	1.1E-3	5.5E-4
41	3.4E-4	2.1E+0	2.1E+0	1.9E-1	1.2E-1	1.1E-3	5.5E-4
42	3.4E-4	2.1E+0	2.1E+0	1.9E-1	1.2E-1	1.1E-3	5.5E-4
43	3.4E-4	2.2E+0	2.2E+0	2.0E-1	1.2E-1	1.1E-3	5.5E-4
44	3.4E-4	2.2E+0	2.3E+0	2.0E-1	1.2E-1	1.1E-3	5.5E-4
45	3.4E-4	2.2E+0	2.4E+0	2.0E-1	1.3E-1	1.1E-3	5.5E-4
46	3.4E-4	2.3E+0	2.5E+0	2.0E-1	1.3E-1	1.1E-3	5.5E-4
47	3.4E-4	2.3E+0	2.6E+0	2.1E-1	1.3E-1	1.1E-3	5.5E-4
48	3.4E-4	2.3E+0	2.7E+0	2.1E-1	1.3E-1	1.1E-3	5.5E-4
49	3.4E-4	2.4E+0	2.8E+0	2.1E-1	1.3E-1	1.1E-3	5.5E-4
50	3.4E-4	2.4E+0	2.9E+0	2.1E-1	1.3E-1	1.1E-3	5.5E-4
51	3.4E-4	2.4E+0	3.1E+0	2.1E-1	1.3E-1	1.1E-3	5.5E-4
52	3.4E-4	2.4E+0	3.2E+0	2.2E-1	1.3E-1	1.0E-3	5.5E-4
53	3.4E-4	2.5E+0	3.3E+0	2.2E-1	1.3E-1	1.0E-3	5.5E-4
54	3.4E-4	2.5E+0	3.4E+0	2.2E-1	1.3E-1	1.0E-3	5.5E-4
55	3.4E-4	2.5E+0	3.5E+0	2.2E-1	1.3E-1	1.0E-3	5.6E-4
56	3.4E-4	2.6E+0	3.7E+0	2.2E-1	1.3E-1	1.0E-3	5.6E-4
57	3.4E-4	2.6E+0	3.8E+0	2.2E-1	1.3E-1	1.0E-3	5.6E-4
58	3.4E-4	2.6E+0	3.9E+0	2.2E-1	1.3E-1	1.0E-3	5.6E-4
59	3.4E-4	2.6E+0	4.1E+0	2.3E-1	1.3E-1	1.0E-3	5.6E-4
60	3.4E-4	2.7E+0	4.2E+0	2.3E-1	1.3E-1	1.0E-3	5.6E-4
61	3.4E-4	2.7E+0	4.3E+0	2.3E-1	1.3E-1	1.0E-3	5.6E-4
62	3.4E-4	2.7E+0	4.5E+0	2.3E-1	1.3E-1	1.0E-3	5.6E-4
63	3.4E-4	2.7E+0	4.6E+0	2.3E-1	1.3E-1	1.0E-3	5.6E-4
64	3.4E-4	2.8E+0	4.8E+0	2.3E-1	1.3E-1	1.0E-3	5.6E-4
65	3.4E-4	2.8E+0	4.9E+0	2.3E-1	1.3E-1	1.0E-3	5.6E-4
66	3.4E-4	2.8E+0	5.1E+0	2.3E-1	1.3E-1	1.0E-3	5.6E-4
67	3.4E-4	2.8E+0	5.2E+0	2.3E-1	1.3E-1	1.0E-3	5.6E-4
68	3.4E-4	2.9E+0	5.4E+0	2.3E-1	1.3E-1	1.0E-3	5.6E-4
69	3.4E-4	2.9E+0	5.5E+0	2.3E-1	1.3E-1	1.0E-3	5.6E-4
70	3.4E-4	2.9E+0	5.7E+0	2.3E-1	1.3E-1	1.0E-3	5.6E-4
71	3.4E-4	2.9E+0	5.8E+0	2.3E-1	1.3E-1	1.0E-3	5.6E-4
72	3.4E-4	2.9E+0	6.0E+0	2.3E-1	1.3E-1	1.0E-3	5.6E-4
73	3.4E-4	3.0E+0	6.2E+0	2.4E-1	1.3E-1	1.0E-3	5.6E-4
74	3.4E-4	3.0E+0	6.3E+0	2.4E-1	1.3E-1	1.0E-3	5.6E-4
75	3.4E-4	3.0E+0	6.5E+0	2.4E-1	1.3E-1	1.0E-3	5.6E-4
76	3.4E-4	3.0E+0	6.6E+0	2.4E-1	1.3E-1	1.0E-3	5.6E-4
77	3.4E-4	3.1E+0	6.8E+0	2.4E-1	1.3E-1	1.0E-3	5.6E-4
78	3.4E-4	3.1E+0	7.0E+0	2.4E-1	1.3E-1	1.0E-3	5.6E-4
79	3.4E-4	3.1E+0	7.1E+0	2.4E-1	1.3E-1	1.0E-3	5.6E-4
80	3.4E-4	3.1E+0	7.3E+0	2.4E-1	1.3E-1	1.0E-3	5.6E-4
81	3.4E-4	3.2E+0	7.4E+0	2.4E-1	1.3E-1	1.0E-3	5.6E-4
82	3.4E-4	3.2E+0	7.6E+0	2.4E-1	1.3E-1	1.0E-3	5.6E-4
83	3.4E-4	3.2E+0	7.8E+0	2.4E-1	1.3E-1	1.0E-3	5.6E-4
84	3.4E-4	3.2E+0	7.9E+0	2.4E-1	1.3E-1	1.0E-3	5.6E-4
85	3.4E-4	3.3E+0	8.1E+0	2.4E-1	1.3E-1	1.0E-3	5.6E-4
86	3.4E-4	3.3E+0	8.2E+0	2.4E-1	1.3E-1	1.0E-3	5.6E-4
87	3.4E-4	3.3E+0	8.4E+0	2.4E-1	1.3E-1	1.0E-3	5.6E-4
88	3.4E-4	3.3E+0	8.5E+0	2.4E-1	1.3E-1	1.0E-3	5.7E-4
89	3.4E-4	3.3E+0	8.7E+0	2.4E-1	1.3E-1	1.0E-3	5.7E-4
90	3.4E-4	3.4E+0	8.8E+0	2.4E-1	1.3E-1	1.0E-3	5.7E-4
91	3.4E-4	3.4E+0	9.0E+0	2.4E-1	1.3E-1	1.0E-3	5.7E-4
92	3.4E-4	3.4E+0	9.1E+0	2.4E-1	1.3E-1	1.0E-3	5.7E-4
93	3.4E-4	3.4E+0	9.3E+0	2.4E-1	1.3E-1	1.0E-3	5.7E-4
94	3.4E-4	3.5E+0	9.4E+0	2.4E-1	1.3E-1	1.0E-3	5.7E-4
95	3.4E-4	3.5E+0	9.5E+0	2.4E-1	1.3E-1	1.0E-3	5.7E-4
96	3.4E-4	3.5E+0	9.7E+0	2.4E-1	1.3E-1	1.0E-3	5.7E-4
97	3.4E-4	3.5E+0	9.8E+0	2.4E-1	1.3E-1	1.0E-3	5.7E-4
98	3.4E-4	3.5E+0	9.9E+0	2.4E-1	1.3E-1	1.0E-3	5.7E-4
99	3.4E-4	3.6E+0	1.0E+1	2.4E-1	1.3E-1	1.0E-3	5.7E-4
100	3.4E-4	3.6E+0	1.0E+1	2.4E-1	1.3E-1	1.0E-3	5.7E-4
110	3.4E-4	3.8E+0	1.1E+1	2.4E-1	1.3E-1	1.0E-3	5.7E-4
120	3.4E-4	4.0E+0	1.2E+1	2.4E-1	1.3E-1	1.0E-3	5.7E-4
130	3.4E-4	4.2E+0	1.3E+1	2.4E-1	1.3E-1	1.0E-3	5.8E-4
140	3.4E-4	4.4E+0	1.3E+1	2.4E-1	1.3E-1	9.9E-4	5.8E-4
150	3.4E-4	4.6E+0	1.3E+1	2.4E-1	1.3E-1	9.8E-4	5.8E-4
160	3.4E-4	4.7E+0	1.4E+1	2.4E-1	1.3E-1	9.8E-4	5.9E-4
170	3.4E-4	4.9E+0	1.4E+1	2.4E-1	1.3E-1	9.7E-4	5.9E-4
180	3.4E-4	5.0E+0	1.4E+1	2.4E-1	1.3E-1	9.7E-4	5.9E-4
190	3.4E-4	5.1E+0	1.4E+1	2.4E-1	1.3E-1	9.6E-4	6.0E-4
200	3.4E-4	5.3E+0	1.4E+1	2.4E-1	1.3E-1	9.6E-4	6.0E-4
210	3.4E-4	5.4E+0	1.4E+1	2.4E-1	1.3E-1	9.5E-4	6.0E-4
220	3.4E-4	5.4E+0	1.4E+1	2.4E-1	1.3E-1	9.5E-4	6.0E-4
230	3.4E-4	5.5E+0	1.4E+1	2.4E-1	1.3E-1	9.4E-4	6.1E-4
240	3.4E-4	5.6E+0	1.4E+1	2.4E-1	1.3E-1	9.4E-4	6.1E-4
250	3.5E-4	5.7E+0	1.5E+1	2.4E-1	1.3E-1	9.3E-4	6.1E-4
260	3.5E-4	5.8E+0	1.5E+1	2.4E-1	1.3E-1	9.3E-4	6.2E-4
270	3.5E-4	5.8E+0	1.5E+1	2.4E-1	1.3E-1	9.3E-4	6.2E-4
280	3.5E-4	5.9E+0	1.5E+1	2.4E-1	1.3E-1	9.2E-4	6.2E-4
290	3.5E-4	5.9E+0	1.5E+1	2.4E-1	1.3E-1	9.2E-4	6.2E-4
300	3.5E-4	6.0E+0	1.5E+1	2.4E-1	1.3E-1	9.1E-4	6.3E-4
310	3.5E-4	6.0E+0	1.5E+1	2.4E-1	1.3E-1	9.1E-4	6.3E-4
320	3.5E-4	6.1E+0	1.5E+1	2.4E-1	1.3E-1	9.1E-4	6.3E-4
330	3.5E-4	6.1E+0	1.5E+1	2.4E-1	1.3E-1	9.0E-4	6.4E-4
340	3.5E-4	6.2E+0	1.5E+1	2.4E-1	1.3E-1	9.0E-4	6.4E-4
350	3.5E-4	6.2E+0	1.5E+1	2.4E-1	1.3E-1	9.0E-4	6.4E-4
360	3.5E-4	6.3E+0	1.5E+1	2.4E-1	1.3E-1	8.9E-4	6.4E-4
365	3.5E-4	6.3E+0	1.6E+1	2.4E-1	1.3E-1	8.9E-4	6.4E-4
370	3.5E-4	6.3E+0	1.6E+1	2.4E-1	1.3E-1	8.9E-4	6.5E-4
380	3.5E-4	6.4E+0	1.6E+1	2.4E-1	1.3E-1	8.9E-4	6.5E-4
390	3.5E-4	6.4E+0	1.6E+1	2.4E-1	1.3E-1	8.8E-4	6.5E-4
400	3.5E-4	6.4E+0	1.6E+1	2.4E-1	1.3E-1	8.8E-4	6.5E-4
410	3.5E-4	6.5E+0	1.6E+1	2.3E-1	1.3E-1	8.8E-4	6.6E-4
420	3.5E-4	6.5E+0	1.6E+1	2.3E-1	1.3E-1	8.8E-4	6.6E-4
430	3.5E-4	6.6E+0	1.6E+1	2.3E-1	1.3E-1	8.7E-4	6.6E-4
440	3.5E-4	6.6E+0	1.6E+1	2.3E-1	1.3E-1	8.7E-4	6.6E-4
450	3.5E-4	6.6E+0	1.6E+1	2.3E-1	1.3E-1	8.7E-4	6.7E-4
460	3.5E-4	6.7E+0	1.6E+1	2.3E-1	1.3E-1	8.6E-4	6.7E-4
470	3.5E-4	6.7E+0	1.6E+1	2.3E-1	1.3E-1	8.6E-4	6.7E-4
480	3.5E-4	6.8E+0	1.7E+1	2.3E-1	1.3E-1	8.6E-4	6.7E-4
490	3.5E-4	6.8E+0	1.7E+1	2.3E-1	1.3E-1	8.6E-4	6.8E-4
500	3.5E-4	6.8E+0	1.7E+1	2.3E-1	1.3E-1	8.5E-4	6.8E-4
510	3.5E-4	6.9E+0	1.7E+1	2.3E-1	1.3E-1	8.5E-4	6.8E-4
520	3.5E-4	6.9E+0	1.7E+1	2.3E-1	1.3E-1	8.5E-4	6.9E-4
530	3.5E-4	7.0E+0	1.7E+1	2.3E-1	1.3E-1	8.5E-4	6.9E-4
540	3.5E-4	7.0E+0	1.7E+1	2.3E-1	1.3E-1	8.5E-4	6.9E-4
550	3.5E-4	7.0E+0	1.7E+1	2.3E-1	1.3E-1	8.4E-4	6.9E-4
560	3.5E-4	7.1E+0	1.7E+1	2.3E-1	1.3E-1	8.4E-4	6.9E-4
570	3.5E-4	7.1E+0	1.7E+1	2.3E-1	1.3E-1	8.4E-4	7.0E-4
580	3.5E-4	7.2E+0	1.8E+1	2.3E-1	1.3E-1	8.4E-4	7.0E-4
590	3.5E-4	7.2E+0	1.8E+1	2.3E-1	1.3E-1	8.4E-4	7.0E-4
600	3.5E-4	7.2E+0	1.8E+1	2.3E-1	1.3E-1	8.3E-4	7.0E-4
610	3.5E-4	7.3E+0	1.8E+1	2.3E-1	1.3E-1	8.3E-4	7.1E-4
620	3.5E-4	7.3E+0	1.8E+1	2.3E-1	1.3E-1	8.3E-4	7.1E-4
630	3.6E-4	7.4E+0	1.8E+1	2.3E-1	1.3E-1	8.3E-4	7.1E-4
640	3.6E-4	7.4E+0	1.8E+1	2.3E-1	1.3E-1	8.3E-4	7.1E-4
650	3.6E-4	7.4E+0	1.8E+1	2.3E-1	1.3E-1	8.2E-4	7.2E-4
660	3.6E-4	7.5E+0	1.8E+1	2.3E-1	1.3E-1	8.2E-4	7.2E-4
670	3.6E-4	7.5E+0	1.8E+1	2.3E-1	1.3E-1	8.2E-4	7.2E-4
680	3.6E-4	7.6E+0	1.9E+1	2.3E-1	1.3E-1	8.2E-4	7.2E-4
690	3.6E-4	7.6E+0	1.9E+1	2.3E-1	1.3E-1	8.2E-4	7.3E-4
700	3.6E-4	7.7E+0	1.9E+1	2.3E-1	1.3E-1	8.2E-4	7.3E-4
710	3.6E-4	7.7E+0	1.9E+1	2.3E-1	1.3E-1	8.1E-4	7.3E-4
720	3.6E-4	7.7E+0	1.9E+1	2.3E-1	1.3E-1	8.1E-4	7.3E-4
730	3.6E-4	7.8E+0	1.9E+1	2.3E-1	1.3E-1	8.1E-4	7.4E-4
740	3.6E-4	7.8E+0	1.9E+1	2.3E-1	1.3E-1	8.1E-4	7.4E-4
750	3.6E-4	7.9E+0	1.9E+1	2.3E-1	1.3E-1	8.1E-4	7.4E-4
760	3.6E-4	7.9E+0	1.9E+1	2.3E-1	1.3E-1	8.1E-4	7.4E-4
770	3.6E-4	7.9E+0	1.9E+1	2.3E-1	1.3E-1	8.1E-4	7.4E-4
780	3.6E-4	8.0E+0	2.0E+1	2.3E-1	1.3E-1	8.0E-4	7.5E-4
790	3.6E-4	8.0E+0	2.0E+1	2.3E-1	1.3E-1	8.0E-4	7.5E-4
800	3.6E-4	8.1E+0	2.0E+1	2.3E-1	1.3E-1	8.0E-4	7.5E-4
810	3.6E-4	8.1E+0	2.0E+1	2.3E-1	1.3E-1	8.0E-4	7.5E-4
820	3.6E-4	8.2E+0	2.0E+1	2.3E-1	1.3E-1	8.0E-4	7.6E-4
830	3.6E-4	8.2E+0	2.0E+1	2.3E-1	1.3E-1	8.0E-4	7.6E-4
840	3.6E-4	8.2E+0	2.0E+1	2.3E-1	1.3E-1	8.0E-4	7.6E-4
850	3.6E-4	8.3E+0	2.0E+1	2.3E-1	1.3E-1	8.0E-4	7.6E-4
860	3.6E-4	8.3E+0	2.0E+1	2.3E-1	1.3E-1	7.9E-4	7.6E-4
870	3.6E-4	8.4E+0	2.0E+1	2.3E-1	1.3E-1	7.9E-4	7.7E-4
880	3.6E-4	8.4E+0	2.1E+1	2.3E-1	1.3E-1	7.9E-4	7.7E-4
890	3.6E-4	8.4E+0	2.1E+1	2.3E-1	1.3E-1	7.9E-4	7.7E-4
900	3.6E-4	8.5E+0	2.1E+1	2.3E-1	1.3E-1	7.9E-4	7.7E-4
910	3.6E-4	8.5E+0	2.1E+1	2.3E-1	1.3E-1	7.9E-4	7.7E-4
920	3.6E-4	8.6E+0	2.1E+1	2.3E-1	1.3E-1	7.9E-4	7.8E-4
930	3.6E-4	8.6E+0	2.1E+1	2.3E-1	1.3E-1	7.9E-4	7.8E-4
940	3.6E-4	8.7E+0	2.1E+1	2.3E-1	1.3E-1	7.9E-4	7.8E-4
950	3.6E-4	8.7E+0	2.1E+1	2.3E-1	1.3E-1	7.8E-4	7.8E-4
960	3.6E-4	8.7E+0	2.1E+1	2.3E-1	1.3E-1	7.8E-4	7.8E-4
970	3.6E-4	8.8E+0	2.2E+1	2.3E-1	1.3E-1	7.8E-4	7.9E-4
980	3.6E-4	8.8E+0	2.2E+1	2.3E-1	1.3E-1	7.8E-4	7.9E-4
990	3.6E-4	8.9E+0	2.2E+1	2.3E-1	1.3E-1	7.8E-4	7.9E-4
1000	3.6E-4	8.9E+0	2.2E+1	2.3E-1	1.3E-1	7.8E-4	7.9E-4
1010	3.6E-4	8.9E+0	2.2E+1	2.3E-1	1.3E-1	7.8E-4	7.9E-4
1020	3.6E-4	9.0E+0	2.2E+1	2.3E-1	1.3E-1	7.8E-4	8.0E-4
1030	3.6E-4	9.0E+0	2.2E+1	2.3E-1	1.3E-1	7.8E-4	8.0E-4
1040	3.6E-4	9.1E+0	2.2E+1	2.3E-1	1.3E-1	7.8E-4	8.0E-4
1050	3.6E-4	9.1E+0	2.2E+1	2.3E-1	1.3E-1	7.8E-4	8.0E-4
1060	3.6E-4	9.2E+0	2.2E+1	2.3E-1	1.3E-1	7.8E-4	8.0E-4
1070	3.6E-4	9.2E+0	2.3E+1	2.3E-1	1.3E-1	7.7E-4	8.1E-4
1080	3.7E-4	9.2E+0	2.3E+1	2.3E-1	1.3E-1	7.7E-4	8.1E-4
1090	3.7E-4	9.3E+0	2.3E+1	2.3E-1	1.3E-1	7.7E-4	8.1E-4
1095	3.7E-4	9.3E+0	2.3E+1	2.3E-1	1.3E-1	7.7E-4	8.1E-4
1100	3.7E-4	9.3E+0	2.3E+1	2.3E-1	1.3E-1	7.7E-4	8.1E-4
1200	3.7E-4	9.7E+0	2.4E+1	2.3E-1	1.3E-1	7.7E-4	8.3E-4
1300	3.7E-4	1.0E+1	2.5E+1	2.3E-1	1.3E-1	7.6E-4	8.4E-4
1400	3.7E-4	1.1E+1	2.6E+1	2.3E-1	1.3E-1	7.6E-4	8.6E-4
1500	3.7E-4	1.1E+1	2.7E+1	2.3E-1	1.3E-1	7.5E-4	8.7E-4
1600	3.7E-4	1.1E+1	2.8E+1	2.3E-1	1.3E-1	7.5E-4	8.9E-4
1700	3.8E-4	1.2E+1	2.9E+1	2.3E-1	1.3E-1	7.5E-4	9.0E-4
1800	3.8E-4	1.2E+1	3.0E+1	2.3E-1	1.3E-1	7.5E-4	9.1E-4
1900	3.8E-4	1.3E+1	3.1E+1	2.3E-1	1.3E-1	7.5E-4	9.2E-4
2000	3.8E-4	1.3E+1	3.2E+1	2.3E-1	1.3E-1	7.5E-4	9.3E-4
2100	3.8E-4	1.3E+1	3.3E+1	2.3E-1	1.3E-1	7.5E-4	9.4E-4
2200	3.8E-4	1.4E+1	3.4E+1	2.3E-1	1.3E-1	7.5E-4	9.5E-4
2300	3.9E-4	1.4E+1	3.4E+1	2.3E-1	1.3E-1	7.5E-4	9.6E-4
2400	3.9E-4	1.4E+1	3.5E+1	2.3E-1	1.3E-1	7.5E-4	9.6E-4
2500	3.9E-4	1.5E+1	3.6E+1	2.3E-1	1.3E-1	7.5E-4	9.7E-4
2600	3.9E-4	1.5E+1	3.7E+1	2.3E-1	1.3E-1	7.5E-4	9.7E-4
2700	3.9E-4	1.5E+1	3.8E+1	2.3E-1	1.3E-1	7.6E-4	9.8E-4
2800	3.9E-4	1.6E+1	3.8E+1	2.3E-1	1.3E-1	7.6E-4	9.9E-4
2900	3.9E-4	1.6E+1	3.9E+1	2.3E-1	1.3E-1	7.6E-4	9.9E-4
3000	4.0E-4	1.6E+1	4.0E+1	2.3E-1	1.3E-1	7.6E-4	1.0E-3
3100	4.0E-4	1.7E+1	4.1E+1	2.3E-1	1.3E-1	7.6E-4	1.0E-3
3200	4.0E-4	1.7E+1	4.1E+1	2.3E-1	1.3E-1	7.7E-4	1.0E-3
3300	4.0E-4	1.7E+1	4.2E+1	2.3E-1	1.3E-1	7.7E-4	1.0E-3
3400	4.0E-4	1.7E+1	4.3E+1	2.3E-1	1.3E-1	7.7E-4	1.0E-3
3500	4.0E-4	1.8E+1	4.3E+1	2.3E-1	1.3E-1	7.7E-4	1.0E-3
3600	4.0E-4	1.8E+1	4.4E+1	2.3E-1	1.3E-1	7.8E-4	1.0E-3
3650	4.0E-4	1.8E+1	4.4E+1	2.3E-1	1.3E-1	7.8E-4	1.0E-3
4000	4.1E-4	1.9E+1	4.6E+1	2.3E-1	1.3E-1	7.9E-4	1.0E-3
5000	4.2E-4	2.1E+1	5.2E+1	2.4E-1	1.3E-1	8.1E-4	1.1E-3
6000	4.3E-4	2.3E+1	5.6E+1	2.4E-1	1.3E-1	8.4E-4	1.1E-3
7000	4.4E-4	2.4E+1	6.0E+1	2.5E-1	1.3E-1	8.6E-4	1.1E-3
8000	4.6E-4	2.6E+1	6.3E+1	2.5E-1	1.4E-1	8.8E-4	1.2E-3
